TIMESTAMP,KEY PRESSED
"04-05-2023, 23:12:20.028659",'c'
"04-05-2023, 23:12:20.118283",'i'
"04-05-2023, 23:12:20.137575",'d'
"04-05-2023, 23:12:20.192057",'c'
"04-05-2023, 23:12:20.197319",'b'
"04-05-2023, 23:12:20.288188",'i'
"04-05-2023, 23:12:20.291561",'s'
"04-05-2023, 23:12:20.364324",'c'
"04-05-2023, 23:12:20.367935",'b'
"04-05-2023, 23:12:20.448309",'i'
"04-05-2023, 23:12:20.532012",'b'
"04-05-2023, 23:12:20.557960",'c'
"04-05-2023, 23:12:20.616917",'i'
"04-05-2023, 23:12:20.640846",'d'
"04-05-2023, 23:12:20.645896",'s'
"04-05-2023, 23:12:20.716236",'b'
"04-05-2023, 23:12:20.738462",'c'
"04-05-2023, 23:12:20.771559",'i'
"04-05-2023, 23:12:20.842008",'d'
"04-05-2023, 23:12:20.847923",'s'
"04-05-2023, 23:12:20.925582",'i'
"04-05-2023, 23:12:20.933086",'c'
"04-05-2023, 23:12:21.010234",'s'
"04-05-2023, 23:12:21.016165",'d'
"04-05-2023, 23:12:21.067418",'i'
"04-05-2023, 23:12:21.094263",'c'
"04-05-2023, 23:12:21.192031",'i'
"04-05-2023, 23:12:21.196013",'s'
"04-05-2023, 23:12:21.270696",'b'
"04-05-2023, 23:12:21.282664",'c'
"04-05-2023, 23:12:21.403238",'i'
"04-05-2023, 23:12:21.425904",'d'
"04-05-2023, 23:12:21.430916",'s'
"04-05-2023, 23:12:21.503163",'b'
"04-05-2023, 23:12:21.554300",'c'
"04-05-2023, 23:12:21.596169",'i'
"04-05-2023, 23:12:21.610225",'u'
"04-05-2023, 23:12:21.636358",'d'
"04-05-2023, 23:12:21.650863",'s'
"04-05-2023, 23:12:21.726643",'c'
"04-05-2023, 23:12:21.782873",'d'
"04-05-2023, 23:12:21.787576",'i'
"04-05-2023, 23:12:21.792566",'s'
"04-05-2023, 23:12:21.838457",'c'
"04-05-2023, 23:12:21.913650",'b'
"04-05-2023, 23:12:21.957683",'d'
"04-05-2023, 23:12:21.964638",'s'
"04-05-2023, 23:12:21.968115",'i'
"04-05-2023, 23:12:21.977595",'u'
"04-05-2023, 23:12:22.023219",'c'
"04-05-2023, 23:12:22.158637",'i'
"04-05-2023, 23:12:22.222627",'d'
"04-05-2023, 23:12:22.235892",'s'
"04-05-2023, 23:12:22.300913",'c'
"04-05-2023, 23:12:22.314426",'b'
"04-05-2023, 23:12:22.360757",'o'
"04-05-2023, 23:12:22.446053",'b'
"04-05-2023, 23:12:22.569269",'c'
"04-05-2023, 23:12:22.669940",'o'
"04-05-2023, 23:12:22.675291",'u'
"04-05-2023, 23:12:22.680517",'a'
"04-05-2023, 23:12:22.685523",'d'
"04-05-2023, 23:12:22.781988",'c'
"04-05-2023, 23:12:22.865641",'d'
"04-05-2023, 23:12:22.878279",'o'
"04-05-2023, 23:12:22.883544",'s'
"04-05-2023, 23:12:22.888921",'u'
"04-05-2023, 23:12:22.967491",'c'
"04-05-2023, 23:12:22.980692",'b'
"04-05-2023, 23:12:23.054476",'s'
"04-05-2023, 23:12:23.060559",'a'
"04-05-2023, 23:12:23.079275",'i'
"04-05-2023, 23:12:23.215211",'s'
"04-05-2023, 23:12:23.259077",'o'
"04-05-2023, 23:12:23.261573",'u'
"04-05-2023, 23:12:23.391012",'c'
"04-05-2023, 23:12:23.475180",'b'
"04-05-2023, 23:12:23.504618",'s'
"04-05-2023, 23:12:23.515725",'a'
"04-05-2023, 23:12:23.623176",'c'
"04-05-2023, 23:12:23.721016",'a'
"04-05-2023, 23:12:23.735746",'o'
"04-05-2023, 23:12:23.743208",'u'
"04-05-2023, 23:12:23.778958",'c'
"04-05-2023, 23:12:23.939255",'c'
"04-05-2023, 23:12:24.082915",Key.backspace
"04-05-2023, 23:12:24.124922",'w'
"04-05-2023, 23:12:24.226535",'d'
"04-05-2023, 23:12:24.335412",'q'
"04-05-2023, 23:12:24.365542",'i'
"04-05-2023, 23:12:24.372987",'o'
"04-05-2023, 23:12:24.450288",'e'
"04-05-2023, 23:12:24.570389",'3'
"04-05-2023, 23:12:24.616659",'0'
"04-05-2023, 23:12:24.621444",'8'
"04-05-2023, 23:12:24.694616",'e'
"04-05-2023, 23:12:24.759515",'u'
"04-05-2023, 23:12:24.800391",'3'
"04-05-2023, 23:12:24.869700",'9'
"04-05-2023, 23:12:24.960990",'y'
"04-05-2023, 23:12:25.039878",'3'
"04-05-2023, 23:12:25.080477",'9'
"04-05-2023, 23:12:25.209321",'e'
"04-05-2023, 23:12:25.231178",'u'
"04-05-2023, 23:12:25.305154",'2'
"04-05-2023, 23:12:25.307424",'3'
"04-05-2023, 23:12:25.406687",'e'
"04-05-2023, 23:12:25.419027",'2'
"04-05-2023, 23:12:25.439255",'y'
"04-05-2023, 23:12:25.493904",'9'
"04-05-2023, 23:12:25.501615",'8'
"04-05-2023, 23:12:25.930137",'3'
"04-05-2023, 23:12:25.935281",'u'
"04-05-2023, 23:12:26.036758",'e'
"04-05-2023, 23:12:26.047433",'h'
"04-05-2023, 23:12:26.169870",'3'
"04-05-2023, 23:12:26.289803",'h'
"04-05-2023, 23:12:26.363051",'e'
"04-05-2023, 23:12:26.510953",'d'
"04-05-2023, 23:12:26.669533",'w'
"04-05-2023, 23:12:26.731839",'e'
"04-05-2023, 23:12:26.749541",<105>
"04-05-2023, 23:12:26.793921",'d'
"04-05-2023, 23:12:26.837309",<100>
"04-05-2023, 23:12:26.927675",'e'
"04-05-2023, 23:12:26.942034",'w'
"04-05-2023, 23:12:26.993478",<104>
"04-05-2023, 23:12:27.051328",<100>
"04-05-2023, 23:12:27.055553",'d'
"04-05-2023, 23:12:27.188263",'e'
"04-05-2023, 23:12:27.190710",'w'
"04-05-2023, 23:12:27.196718",<105>
"04-05-2023, 23:12:27.272145",'d'
"04-05-2023, 23:12:27.355576",<100>
"04-05-2023, 23:12:27.388522",'e'
"04-05-2023, 23:12:27.397481",'w'
"04-05-2023, 23:12:27.405869",<105>
"04-05-2023, 23:12:27.507021",'d'
"04-05-2023, 23:12:27.540335",<100>
"04-05-2023, 23:12:27.617535",'w'
"04-05-2023, 23:12:27.668808",<105>
"04-05-2023, 23:12:27.744071",'d'
"04-05-2023, 23:12:27.755110",<100>
"04-05-2023, 23:12:27.884969",<105>
"04-05-2023, 23:12:27.894902",'w'
"04-05-2023, 23:12:27.900826",'e'
"04-05-2023, 23:12:27.984165",'d'
"04-05-2023, 23:12:28.117835",'e'
"04-05-2023, 23:12:28.136602",'w'
"04-05-2023, 23:12:28.140545",<105>
"04-05-2023, 23:12:28.245048",<100>
"04-05-2023, 23:12:28.252871",'d'
"04-05-2023, 23:12:28.816028",'c'
"04-05-2023, 23:12:28.949558",'d'
"04-05-2023, 23:12:29.046896",<97>
"04-05-2023, 23:12:29.111825",'c'
"04-05-2023, 23:12:29.236728",'d'
"04-05-2023, 23:12:29.265486",<102>
"04-05-2023, 23:12:29.395145",'c'
"04-05-2023, 23:12:29.420354",<97>
"04-05-2023, 23:12:29.466186",'d'
"04-05-2023, 23:12:29.588113",<105>
"04-05-2023, 23:12:29.801134",'d'
"04-05-2023, 23:12:29.868658",'c'
"04-05-2023, 23:12:30.010389",'d'
"04-05-2023, 23:12:30.134557",<100>
"04-05-2023, 23:12:30.348552",'c'
"04-05-2023, 23:12:30.357360",<104>
"04-05-2023, 23:12:30.521756",'d'
"04-05-2023, 23:12:30.526761",<103>
"04-05-2023, 23:12:30.766038",Key.num_lock
"04-05-2023, 23:12:30.779051",'d'
"04-05-2023, 23:12:30.853348",'c'
"04-05-2023, 23:12:31.922423",Key.num_lock
"04-05-2023, 23:12:34.181133",Key.num_lock
"04-05-2023, 23:12:34.374598",Key.num_lock
"04-05-2023, 23:12:34.541765",Key.num_lock
"04-05-2023, 23:12:34.707672",Key.num_lock
"04-05-2023, 23:12:36.249384",'d'
"04-05-2023, 23:12:36.290070",'h'
"04-05-2023, 23:12:36.294600",'j'
"04-05-2023, 23:12:36.382478",'v'
"04-05-2023, 23:12:36.460115",'d'
"04-05-2023, 23:12:36.464642",'u'
"04-05-2023, 23:12:36.637134",'i'
"04-05-2023, 23:12:37.432385",Key.tab
"04-05-2023, 23:12:37.658679",Key.caps_lock
"04-05-2023, 23:12:37.875336",Key.caps_lock
"04-05-2023, 23:12:38.132269",Key.shift
"04-05-2023, 23:12:39.435256",Key.ctrl_l
"04-05-2023, 23:12:42.137608",Key.alt_l
"04-05-2023, 23:12:42.462582",Key.alt_l
"04-05-2023, 23:12:42.676881",Key.alt_l
"04-05-2023, 23:12:43.747275",'`'
"04-05-2023, 23:12:43.958976",'`'
"04-05-2023, 23:12:44.159327",'`'
"04-05-2023, 23:12:51.490406",Key.backspace
"04-05-2023, 23:13:23.102423",'\x13'
"04-05-2023, 23:13:23.277267",'\x13'
"04-05-2023, 23:13:23.446482",'\x13'
"04-05-2023, 23:13:23.617050",'\x13'
"04-05-2023, 23:13:36.027418",Key.ctrl_l
"04-05-2023, 23:13:36.208890",<191>
"04-05-2023, 23:13:49.782470",Key.backspace
"04-05-2023, 23:13:50.049571",Key.backspace
"04-05-2023, 23:13:50.605631",Key.backspace
"04-05-2023, 23:14:20.682477",Key.ctrl_l
"04-05-2023, 23:14:20.872813",<191>
"04-05-2023, 23:14:42.182514",Key.backspace
"04-05-2023, 23:14:42.735767",Key.backspace
"04-05-2023, 23:14:43.101380",Key.backspace
"04-05-2023, 23:14:44.233876",Key.left
"04-05-2023, 23:14:45.270643",Key.caps_lock
"04-05-2023, 23:14:45.551026",'a'
"04-05-2023, 23:14:45.751198",Key.caps_lock
"04-05-2023, 23:14:45.958403",'l'
"04-05-2023, 23:14:46.089565",'l'
"04-05-2023, 23:14:46.282093",Key.space
"04-05-2023, 23:14:46.789522",'t'
"04-05-2023, 23:14:46.984664",'h'
"04-05-2023, 23:14:47.080885",'e'
"04-05-2023, 23:14:47.181057",Key.space
"04-05-2023, 23:14:47.619943",Key.backspace
"04-05-2023, 23:14:47.781884",Key.backspace
"04-05-2023, 23:14:47.945631",Key.backspace
"04-05-2023, 23:14:48.120610",Key.backspace
"04-05-2023, 23:14:48.298005",Key.backspace
"04-05-2023, 23:14:48.479871",Key.backspace
"04-05-2023, 23:14:48.621483",Key.backspace
"04-05-2023, 23:14:48.810350",Key.backspace
"04-05-2023, 23:14:49.490426",Key.caps_lock
"04-05-2023, 23:14:49.719141",'l'
"04-05-2023, 23:14:49.835919",Key.caps_lock
"04-05-2023, 23:14:49.939035",'o'
"04-05-2023, 23:14:50.355006",'g'
"04-05-2023, 23:14:50.456472",Key.space
"04-05-2023, 23:14:50.830279",Key.backspace
"04-05-2023, 23:14:50.983706",Key.backspace
"04-05-2023, 23:14:51.145473",Key.backspace
"04-05-2023, 23:14:51.303473",Key.backspace
"04-05-2023, 23:14:51.672389",Key.caps_lock
"04-05-2023, 23:14:52.039267",'t'
"04-05-2023, 23:14:52.156291",Key.caps_lock
"04-05-2023, 23:14:52.247144",'h'
"04-05-2023, 23:14:52.418263",'i'
"04-05-2023, 23:14:52.589986",'s'
"04-05-2023, 23:14:52.623741",Key.space
"04-05-2023, 23:14:52.872638",'t'
"04-05-2023, 23:14:53.052417",'h'
"04-05-2023, 23:14:53.163365",'e'
"04-05-2023, 23:14:53.214105",Key.space
"04-05-2023, 23:14:53.956516",'d'
"04-05-2023, 23:14:54.445594",Key.backspace
"04-05-2023, 23:14:54.762591",'l'
"04-05-2023, 23:14:55.000234",'o'
"04-05-2023, 23:14:55.272001",'g'
"04-05-2023, 23:14:55.382572",Key.space
"04-05-2023, 23:14:55.537415",'f'
"04-05-2023, 23:14:55.646272",'o'
"04-05-2023, 23:14:55.779327",'r'
"04-05-2023, 23:14:55.872084",Key.space
"04-05-2023, 23:14:56.150373",'t'
"04-05-2023, 23:14:56.351749",'h'
"04-05-2023, 23:14:56.515669",'e'
"04-05-2023, 23:14:56.570600",Key.space
"04-05-2023, 23:14:57.292414",'d'
"04-05-2023, 23:14:57.529128",'a'
"04-05-2023, 23:14:57.689833",'t'
"04-05-2023, 23:14:57.872278",'e'
"04-05-2023, 23:14:57.882349",Key.space
"04-05-2023, 23:14:58.345006",Key.backspace
"04-05-2023, 23:14:58.488457",Key.backspace
"04-05-2023, 23:14:58.662369",Key.backspace
"04-05-2023, 23:14:58.823578",Key.backspace
"04-05-2023, 23:14:58.984355",Key.backspace
"04-05-2023, 23:14:59.243412",Key.caps_lock
"04-05-2023, 23:14:59.735070",'d'
"04-05-2023, 23:14:59.835858",Key.caps_lock
"04-05-2023, 23:15:00.277511",'a'
"04-05-2023, 23:15:00.428152",'t'
"04-05-2023, 23:15:00.550387",'e'
"04-05-2023, 23:15:00.682885",Key.space
"04-05-2023, 23:15:01.085284",Key.backspace
"04-05-2023, 23:15:01.580916",Key.ctrl_r
"04-05-2023, 23:15:02.721875",Key.left
"04-05-2023, 23:15:03.235011",Key.left
"04-05-2023, 23:15:03.262931",Key.left
"04-05-2023, 23:15:03.298130",Key.left
"04-05-2023, 23:15:03.329106",Key.left
"04-05-2023, 23:15:03.360148",Key.left
"04-05-2023, 23:15:03.394364",Key.left
"04-05-2023, 23:15:03.428779",Key.left
"04-05-2023, 23:15:03.461075",Key.left
"04-05-2023, 23:15:03.494695",Key.left
"04-05-2023, 23:15:03.526300",Key.left
"04-05-2023, 23:15:03.558538",Key.left
"04-05-2023, 23:15:03.588673",Key.left
"04-05-2023, 23:15:03.627113",Key.left
"04-05-2023, 23:15:03.657072",Key.left
"04-05-2023, 23:15:03.925654",Key.left
"04-05-2023, 23:15:04.285740",Key.caps_lock
"04-05-2023, 23:15:04.560848",'k'
"04-05-2023, 23:15:04.653723",Key.caps_lock
"04-05-2023, 23:15:04.992248",'e'
"04-05-2023, 23:15:05.109617",'y'
"04-05-2023, 23:15:06.149235",Key.right
"04-05-2023, 23:15:06.664070",Key.right
"04-05-2023, 23:15:06.692865",Key.right
"04-05-2023, 23:15:06.727664",Key.right
"04-05-2023, 23:15:06.758346",Key.right
"04-05-2023, 23:15:06.789569",Key.right
"04-05-2023, 23:15:06.823490",Key.right
"04-05-2023, 23:15:06.857425",Key.right
"04-05-2023, 23:15:06.887297",Key.right
"04-05-2023, 23:15:06.920803",Key.right
"04-05-2023, 23:15:06.956728",Key.right
"04-05-2023, 23:15:07.953274",Key.right
"04-05-2023, 23:15:08.121520",Key.right
"04-05-2023, 23:15:08.315761",Key.right
"04-05-2023, 23:15:08.485575",Key.right
"04-05-2023, 23:15:08.657221",Key.right
"04-05-2023, 23:15:09.251452",Key.shift_r
"04-05-2023, 23:15:09.555533",':'
"04-05-2023, 23:15:21.869504",Key.ctrl_l
"04-05-2023, 23:15:22.381784",Key.ctrl_l
"04-05-2023, 23:15:22.412752",Key.ctrl_l
"04-05-2023, 23:15:22.445774",Key.ctrl_l
"04-05-2023, 23:15:22.478140",Key.ctrl_l
"04-05-2023, 23:15:22.511958",Key.ctrl_l
"04-05-2023, 23:15:22.544295",Key.ctrl_l
"04-05-2023, 23:15:22.576028",Key.ctrl_l
"04-05-2023, 23:15:22.609092",Key.ctrl_l
"04-05-2023, 23:15:22.643419",Key.ctrl_l
"04-05-2023, 23:15:22.674924",Key.ctrl_l
"04-05-2023, 23:15:22.708577",Key.ctrl_l
"04-05-2023, 23:15:22.734525",'\x03'
"04-05-2023, 23:15:38.136576",Key.ctrl_l
"04-05-2023, 23:15:38.586559",'\x03'
"04-05-2023, 23:15:41.091853",Key.ctrl_l
"04-05-2023, 23:15:41.523181",'\x16'
"04-05-2023, 23:15:46.536092",Key.shift_r
"04-05-2023, 23:15:46.739419",'$'
"04-05-2023, 23:15:47.719763",Key.backspace
"04-05-2023, 23:15:49.236488",Key.right
"04-05-2023, 23:15:49.746162",Key.right
"04-05-2023, 23:15:49.777463",Key.right
"04-05-2023, 23:15:49.809597",Key.right
"04-05-2023, 23:15:49.843393",Key.right
"04-05-2023, 23:15:49.876329",Key.right
"04-05-2023, 23:15:49.906854",Key.right
"04-05-2023, 23:15:49.936909",Key.right
"04-05-2023, 23:15:49.973706",Key.right
"04-05-2023, 23:15:50.005906",Key.right
"04-05-2023, 23:15:50.039579",Key.right
"04-05-2023, 23:15:50.070703",Key.right
"04-05-2023, 23:15:50.102459",Key.right
"04-05-2023, 23:15:50.138053",Key.right
"04-05-2023, 23:15:50.168638",Key.right
"04-05-2023, 23:15:50.200830",Key.right
"04-05-2023, 23:15:50.232003",Key.right
"04-05-2023, 23:15:50.266540",Key.right
"04-05-2023, 23:15:50.298844",Key.right
"04-05-2023, 23:15:50.330123",Key.right
"04-05-2023, 23:15:50.362972",Key.right
"04-05-2023, 23:15:50.397092",Key.right
"04-05-2023, 23:15:50.428315",Key.right
"04-05-2023, 23:15:50.461144",Key.right
"04-05-2023, 23:15:50.494127",Key.right
"04-05-2023, 23:15:50.529451",Key.right
"04-05-2023, 23:15:50.558964",Key.right
"04-05-2023, 23:15:50.593579",Key.right
"04-05-2023, 23:15:50.623518",Key.right
"04-05-2023, 23:15:50.657744",Key.right
"04-05-2023, 23:15:50.690610",Key.right
"04-05-2023, 23:15:50.721013",Key.right
"04-05-2023, 23:15:50.756892",Key.right
"04-05-2023, 23:15:50.788352",Key.right
"04-05-2023, 23:15:51.145697",Key.right
"04-05-2023, 23:15:51.356860",Key.right
"04-05-2023, 23:15:51.516223",Key.right
"04-05-2023, 23:15:51.679147",Key.right
"04-05-2023, 23:15:51.847665",Key.right
"04-05-2023, 23:15:52.013254",Key.right
"04-05-2023, 23:15:52.153251",Key.right
"04-05-2023, 23:15:52.384113",Key.right
"04-05-2023, 23:15:52.576214",Key.right
"04-05-2023, 23:15:53.457726",Key.backspace
"04-05-2023, 23:15:53.966748",Key.backspace
"04-05-2023, 23:15:54.000326",Key.backspace
"04-05-2023, 23:15:54.032391",Key.backspace
"04-05-2023, 23:15:54.064190",Key.backspace
"04-05-2023, 23:15:54.096890",Key.backspace
"04-05-2023, 23:15:54.130879",Key.backspace
"04-05-2023, 23:15:54.161562",Key.backspace
"04-05-2023, 23:15:54.194551",Key.backspace
"04-05-2023, 23:15:54.228777",Key.backspace
"04-05-2023, 23:15:54.259179",Key.backspace
"04-05-2023, 23:15:54.293613",Key.backspace
"04-05-2023, 23:15:54.325149",Key.backspace
"04-05-2023, 23:15:54.357230",Key.backspace
"04-05-2023, 23:15:54.392154",Key.backspace
"04-05-2023, 23:15:54.422516",Key.backspace
"04-05-2023, 23:15:54.456585",Key.backspace
"04-05-2023, 23:15:54.488454",Key.backspace
"04-05-2023, 23:15:54.520069",Key.backspace
"04-05-2023, 23:15:54.554581",Key.backspace
"04-05-2023, 23:15:54.585812",Key.backspace
"04-05-2023, 23:15:54.620965",Key.backspace
"04-05-2023, 23:15:54.652136",Key.backspace
"04-05-2023, 23:15:54.684067",Key.backspace
"04-05-2023, 23:15:54.717887",Key.backspace
"04-05-2023, 23:15:54.749781",Key.backspace
"04-05-2023, 23:15:54.782565",Key.backspace
"04-05-2023, 23:15:54.817216",Key.backspace
"04-05-2023, 23:15:54.848055",Key.backspace
"04-05-2023, 23:15:54.881003",Key.backspace
"04-05-2023, 23:15:54.914166",Key.backspace
"04-05-2023, 23:15:54.945502",Key.backspace
"04-05-2023, 23:15:54.978008",Key.backspace
"04-05-2023, 23:15:55.011928",Key.backspace
"04-05-2023, 23:15:55.043468",Key.backspace
"04-05-2023, 23:15:55.077812",Key.backspace
"04-05-2023, 23:15:55.108323",Key.backspace
"04-05-2023, 23:15:55.143043",Key.backspace
"04-05-2023, 23:15:55.177247",Key.backspace
"04-05-2023, 23:15:55.206208",Key.backspace
"04-05-2023, 23:15:55.385142",Key.backspace
"04-05-2023, 23:15:55.573546",Key.backspace
"04-05-2023, 23:15:55.729242",Key.backspace
"04-05-2023, 23:16:17.753218",Key.space
"04-05-2023, 23:16:36.428172",Key.enter
"04-05-2023, 23:16:36.788521",Key.shift_r
"04-05-2023, 23:16:37.297798",Key.shift_r
"04-05-2023, 23:16:37.330096",Key.shift_r
"04-05-2023, 23:16:37.362928",Key.shift_r
"04-05-2023, 23:16:37.394319",Key.shift_r
"04-05-2023, 23:16:37.426634",Key.shift_r
"04-05-2023, 23:16:37.459991",Key.shift_r
"04-05-2023, 23:16:37.494086",Key.shift_r
"04-05-2023, 23:16:37.526292",Key.shift_r
"04-05-2023, 23:16:37.558057",Key.shift_r
"04-05-2023, 23:16:37.592168",Key.shift_r
"04-05-2023, 23:16:37.625318",Key.shift_r
"04-05-2023, 23:16:37.656601",Key.shift_r
"04-05-2023, 23:16:37.687550",Key.shift_r
"04-05-2023, 23:16:37.724541",Key.shift_r
"04-05-2023, 23:16:37.753526",Key.shift_r
"04-05-2023, 23:16:37.786827",Key.shift_r
"04-05-2023, 23:16:37.822547",Key.shift_r
"04-05-2023, 23:16:37.852218",Key.shift_r
"04-05-2023, 23:16:37.885189",Key.shift_r
"04-05-2023, 23:16:37.919174",Key.shift_r
"04-05-2023, 23:16:37.949581",Key.shift_r
"04-05-2023, 23:16:37.963226",'#'
"04-05-2023, 23:16:38.278324",Key.caps_lock
"04-05-2023, 23:16:38.547960",'w'
"04-05-2023, 23:16:38.710720",Key.caps_lock
"04-05-2023, 23:16:39.046185",'r'
"04-05-2023, 23:16:39.149035",'i'
"04-05-2023, 23:16:39.410127",'t'
"04-05-2023, 23:16:39.474475",'i'
"04-05-2023, 23:16:39.638866",'n'
"04-05-2023, 23:16:39.776882",'g'
"04-05-2023, 23:16:39.852233",Key.space
"04-05-2023, 23:16:40.295186",Key.caps_lock
"04-05-2023, 23:16:41.026925",'t'
"04-05-2023, 23:16:41.296041",'h'
"04-05-2023, 23:16:41.761263",Key.backspace
"04-05-2023, 23:16:41.900922",Key.backspace
"04-05-2023, 23:16:42.115892",Key.caps_lock
"04-05-2023, 23:16:42.464015",'t'
"04-05-2023, 23:16:42.654453",'h'
"04-05-2023, 23:16:42.766849",'e'
"04-05-2023, 23:16:42.837970",Key.space
"04-05-2023, 23:16:43.072424",'d'
"04-05-2023, 23:16:43.278889",'a'
"04-05-2023, 23:16:43.399867",'t'
"04-05-2023, 23:16:43.506248",'a'
"04-05-2023, 23:16:43.631997",Key.space
"04-05-2023, 23:16:44.111143",'i'
"04-05-2023, 23:16:44.236812",'n'
"04-05-2023, 23:16:44.395183",Key.space
"04-05-2023, 23:16:44.650290",'t'
"04-05-2023, 23:16:44.817406",'h'
"04-05-2023, 23:16:44.956387",'e'
"04-05-2023, 23:16:44.988066",Key.space
"04-05-2023, 23:16:46.018956",'c'
"04-05-2023, 23:16:46.212355",'s'
"04-05-2023, 23:16:46.459912",'v'
"04-05-2023, 23:16:46.553121",Key.space
"04-05-2023, 23:16:47.207613",'f'
"04-05-2023, 23:16:47.342555",'i'
"04-05-2023, 23:16:47.511809",'l'
"04-05-2023, 23:16:47.640068",'e'
"04-05-2023, 23:16:47.707005",Key.space
"04-05-2023, 23:16:51.627735",Key.enter
"04-05-2023, 23:16:52.806972",Key.shift_r
"04-05-2023, 23:16:53.280651",'#'
"04-05-2023, 23:16:53.735552",Key.up
"04-05-2023, 23:16:54.334027",Key.backspace
"04-05-2023, 23:16:55.217556",Key.down
"04-05-2023, 23:16:56.209396",Key.left
"04-05-2023, 23:16:56.467907",Key.enter
"04-05-2023, 23:16:56.885779",Key.right
"04-05-2023, 23:16:57.389065",Key.caps_lock
"04-05-2023, 23:16:57.573422",'m'
"04-05-2023, 23:16:57.648649",Key.caps_lock
"04-05-2023, 23:16:57.886852",'a'
"04-05-2023, 23:16:58.009185",'i'
"04-05-2023, 23:16:58.597743",'l'
"04-05-2023, 23:16:58.856695",'i'
"04-05-2023, 23:16:59.002561",'n'
"04-05-2023, 23:16:59.141512",'g'
"04-05-2023, 23:16:59.213083",Key.space
"04-05-2023, 23:16:59.918202",'t'
"04-05-2023, 23:17:00.033246",'o'
"04-05-2023, 23:17:00.190069",Key.space
"04-05-2023, 23:17:00.463216",'t'
"04-05-2023, 23:17:00.661734",'h'
"04-05-2023, 23:17:00.789621",'e'
"04-05-2023, 23:17:00.896658",Key.space
"04-05-2023, 23:17:01.385388",'r'
"04-05-2023, 23:17:01.552109",'e'
"04-05-2023, 23:17:02.044900",'s'
"04-05-2023, 23:17:02.174147",'i'
"04-05-2023, 23:17:02.492848",'p'
"04-05-2023, 23:17:02.895978",'i'
"04-05-2023, 23:17:03.159870",'r'
"04-05-2023, 23:17:03.299482",'n'
"04-05-2023, 23:17:03.481212",'t'
"04-05-2023, 23:17:03.589491",Key.space
"04-05-2023, 23:17:03.842841",'a'
"04-05-2023, 23:17:04.103527",'d'
"04-05-2023, 23:17:04.254590",'d'
"04-05-2023, 23:17:04.483418",'r'
"04-05-2023, 23:17:04.682625",'e'
"04-05-2023, 23:17:05.001134",'s'
"04-05-2023, 23:17:05.183411",'s'
"04-05-2023, 23:17:05.364195",Key.space
"04-05-2023, 23:17:05.989847",Key.backspace
"04-05-2023, 23:17:24.275923",Key.enter
"04-05-2023, 23:17:25.882730",Key.caps_lock
"04-05-2023, 23:17:26.135783",'t'
"04-05-2023, 23:17:26.222830",Key.caps_lock
"04-05-2023, 23:17:26.501942",'o'
"04-05-2023, 23:17:26.783235",'d'
"04-05-2023, 23:17:27.020205",'a'
